Column1;Trial_no;CorrectAns;SubjResponse;Notes;Backspace;Item_correct;Modality_Correct;Error_Corrected;Hesitation;RT;Duration;RespModal;KeyResp_keys;key1;key2;key3;key4;key5;key6;key7;key8;key9;key10;key11;key12;key13;key14;key15;RepSwitch;baseline;baseline_condition;micRespv2l1.started
146;146;puente;puente;NA;0;1;NA;NA;NA;NA;NA;type;['p', 'u', 'e', 'n', 't', 'e'];0.863984300056472;1.15197410015389;1.34433810017072;1.40834690001793;1.61633620015346;1.68029940011911;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;7.56292E+14
147;147;falda;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;switch;7.60932E+14
148;148;falda;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;repeat;0;None;7.65556E+13
149;149;espalda;espalda;NA;0;1;NA;NA;NA;NA;NA;type;['e', 's', 'p', 'a', 'l', 'd', 'a'];0.937234099954367;1.14542279997841;1.24241809989326;1.35341269988567;1.44934669998474;1.52924499986693;1.73707719985396;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;7.70155E+14
150;150;vaso;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;7.74725E+14
151;151;manzana;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;0;None;7.79421E+14
152;152;manzana;manzana;NA;0;1;NA;NA;NA;NA;NA;type;['m', 'a', 'n', 'z', 'a', 'n', 'a'];1.14935380010866;1.27734209992923;1.37334430008195;1.5007058000192;1.61262420006096;2.02845430001616;2.09348669997416;NA;NA;NA;NA;NA;NA;NA;NA;switch;0;None;7.83976E+14
153;153;escoba;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;7.88553E+14
154;154;manzana;manzana;NA;0;1;NA;NA;NA;NA;NA;type;['m', 'a', 'n', 'z', 'a', 'n', 'a'];1.00804450013675;1.15203980007209;1.21604650001973;1.32803290011361;1.40773009997793;1.8554520001635;1.93545240000822;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;8.04917E+14
155;155;goma;goma;NA;0;1;NA;NA;NA;NA;NA;type;['g', 'o', 'm', 'a'];0.891177700133994;1.00257469993085;1.22656619991176;1.37056430010125;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;repeat;8.09466E+14
156;156;goma;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;switch;0;None;8.14092E+14
157;157;granja;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;8.18794E+14
158;158;aguja;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;repeat;8.23363E+14
159;159;aguja;aguja;NA;0;1;NA;NA;NA;NA;NA;type;['a', 'g', 'u', 'j', 'a'];0.79228140017949;0.968252700055018;1.01627270015888;1.24027090007439;1.35228520003147;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;switch;0;None;8.28045E+13
160;160;cadena;cadena;NA;0;1;NA;NA;NA;NA;NA;type;['c', 'a', 'd', 'e', 'n', 'a'];0.937309599947184;1.04933529999107;1.38533049984835;1.46530309994705;1.54532659985125;1.75333119998686;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;8.32636E+14
161;161;iglesia;iglesia;NA;0;1;NA;NA;NA;NA;NA;type;['i', 'g', 'l', 'e', 's', 'i', 'a'];1.4967870998662;1.67184700001962;1.86376739991829;1.97574079991318;2.20046439999714;2.28043059981428;2.42357529979199;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;0;None;8.37213E+14
162;162;iglesia;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;switch;0;None;8.4181E+14
163;163;pintor;pintor;NA;0;1;NA;NA;NA;NA;NA;type;['p', 'i', 'n', 't', 'o', 'r'];0.923503400059417;1.16348919994198;1.38748800009489;1.65945959999226;1.80348300002515;1.91465199994855;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;8.46506E+13
164;164;conejo;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;switch;8.51069E+14
165;165;conejo;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;repeat;0;None;8.55659E+14
166;166;cerdo;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;8.60341E+14
167;167;caracol;caracol;NA;0;1;NA;NA;NA;NA;NA;type;['c', 'a', 'r', 'a', 'c', 'o', 'l'];0.928974899929017;1.04098999989219;1.1369612000417;1.26561639993452;1.3456162000075;1.72952519985847;1.87352619995363;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;8.64932E+14
168;168;guante;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;switch;8.69522E+14
169;169;guante;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;repeat;0;None;8.7412E+13
170;170;cartero;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;0;None;8.78807E+14
171;171;cartero;cartero;NA;0;1;NA;NA;NA;NA;NA;type;['c', 'a', 'r', 't', 'e', 'r', 'o'];0.714473000029102;0.778508599847555;0.890297099947929;1.00236329995096;1.11435589985922;1.27439229981974;1.37038959981874;NA;NA;NA;NA;NA;NA;NA;NA;switch;0;None;8.83434E+14
172;172;cuerda;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;8.88094E+14
173;173;tronco;tronco;NA;0;1;NA;NA;NA;NA;NA;type;['t', 'r', 'o', 'n', 'c', 'o'];0.909554400015622;1.03760610008612;1.30980219994672;1.45379230007529;1.67792210006155;1.77338530006818;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;8.92727E+14
174;174;oreja;oreja;NA;0;1;NA;NA;NA;NA;NA;type;['o', 'r', 'e', 'j', 'a'];1.09281899989583;1.25287480000407;1.42893329984508;1.50833450001664;1.63612379995175;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;repeat;8.97296E+14
175;175;oreja;oreja;NA;0;1;NA;NA;NA;NA;NA;type;['o', 'r', 'e', 'j', 'a'];0.706980400020257;0.866635499987751;1.01063330005854;1.15507390000857;1.3146371000912;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;repeat;0;None;9.01874E+14
176;176;falda;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;9.06451E+14
177;177;miel;miel;NA;0;1;NA;NA;NA;NA;NA;type;['m', 'i', 'e', 'l'];1.00529330014251;1.10129070002586;1.24567680014297;1.35774020012468;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;switch;9.11111E+14
178;178;miel;miel;NA;0;1;NA;NA;NA;NA;NA;type;['m', 'i', 'e', 'l'];0.630812099901959;0.806807100074366;1.14260139991529;1.23859809990972;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;repeat;0;None;9.15758E+14
179;179;mano;mano;NA;0;1;NA;NA;NA;NA;NA;type;['m', 'a', 'n', 'o'];0.724661299958825;0.78866000007838;0.932656800141558;1.06065750005655;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;1;repeat;9.20432E+14
180;180;goma;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;9.2503E+14
181;181;pierna;perina;NA;1;0;NA;NA;NA;NA;NA;type;['b', 'backspace', 'p', 'e', 'r', 'i', 'n', 'a'];1.31795800011605;1.91080090007745;2.27859260002151;2.5025961000938;2.66191070014611;2.74250590009615;2.87050199997611;2.93450139998458;NA;NA;NA;NA;NA;NA;NA;nontarget;1;switch;9.29662E+14
182;182;pierna;pierna;NA;0;1;NA;NA;NA;NA;NA;type;['p', 'i', 'e', 'r', 'n', 'a'];0.846481299959123;1.05444390000775;1.18209819984622;1.34206609986722;1.43806519987993;1.59810930001549;NA;NA;NA;NA;NA;NA;NA;NA;NA;repeat;0;None;9.34246E+14
183;183;pulpo;pulpo;NA;0;1;NA;NA;NA;NA;NA;type;['p', 'u', 'l', 'p', 'o'];0.771411099936813;1.04339049989358;1.26770680001937;1.44337489991449;1.58767560007982;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;repeat;9.38865E+14
184;184;pulpo;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;switch;0;None;9.43421E+14
185;185;aguja;aguja;NA;0;1;NA;NA;NA;NA;NA;type;['a', 'g', 'u', 'j', 'a'];0.614016799954697;0.88604209991172;0.966003800043836;1.15835839998908;1.25368479988538;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;9.48047E+14
186;186;taza;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;switch;9.52721E+14
187;187;taza;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;repeat;0;None;9.57298E+14
188;188;ba?o;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;0;None;9.6184E+14
189;189;ba?o;ba?o;NA;0;1;NA;NA;NA;NA;NA;type;['b', 'a', '?', 'o'];0.685858399840072;0.717851100023836;1.13383349985816;1.30918239988387;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;switch;0;None;9.66535E+14
190;190;iglesia;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;9.71119E+14
191;191;bombero;bombero;NA;0;1;NA;NA;NA;NA;NA;type;['b', 'o', 'm', 'b', 'e', 'r', 'o'];0.768505200045183;1.05620289989747;1.24878389993683;1.4728304001037;1.61644769995473;1.79245629999787;1.85644589993171;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;switch;9.75828E+14
192;192;bombero;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;switch;0;None;9.80426E+13
193;193;guante;guante;NA;0;1;NA;NA;NA;NA;NA;type;['g', 'u', 'a', 'n', 't', 'e'];0.750691999914125;0.829987799981609;1.00679180002771;1.0868005999364;1.27871829993092;1.37464729999192;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;9.84982E+14
194;194;conejo;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;9.8958E+14
195;195;vaca;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;repeat;9.94246E+14
196;196;vaca;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;repeat;0;None;9.98886E+13
197;197;cartero;ccartero;NA;1;0;NA;NA;NA;NA;NA;type;['b', 'backspace', 'c', 'c', 'a', 'r', 't', 'e', 'r', 'o'];0.802031199913472;1.40899010002613;1.90568329999223;2.09764709998854;2.27383029996417;2.35366959986277;2.48166799987666;2.51366779999807;2.65768419997767;2.7379268000368;NA;NA;NA;NA;NA;filler;0;None;1.00365E+14
198;198;oreja;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;1;switch;1.00826E+14
199;199;regalo;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;repeat;1.01294E+14
200;200;regalo;regalo;NA;0;1;NA;NA;NA;NA;NA;type;['r', 'e', 'g', 'a', 'l', 'o'];0.997000799980015;1.09299849998206;1.1889969999902;1.31699109985493;1.54099550005049;1.66899619996548;NA;NA;NA;NA;NA;NA;NA;NA;NA;switch;0;None;1.01752E+14
201;201;camisa;camisa;NA;0;1;NA;NA;NA;NA;NA;type;['c', 'a', 'm', 'i', 's', 'a'];0.726458800025284;0.806381700094789;1.07850549998693;1.11046260013245;1.22256720019504;1.3825021001976;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;0;None;1.02217E+13
202;202;camisa;camisa;NA;0;1;NA;NA;NA;NA;NA;type;['c', 'a', 'm', 'i', 's', 'a'];0.756279400084168;0.837302200030535;1.14031639997847;1.18830889998935;1.29956579999998;1.45952150016092;NA;NA;NA;NA;NA;NA;NA;NA;NA;repeat;0;None;10268485049
203;203;espejo;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;1.03154E+14
204;204;miel;miel;NA;0;1;NA;NA;NA;NA;NA;type;['m', 'i', 'e', 'l'];0.7441823000554;0.840172399999574;0.99943029996939;1.09564900002442;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;1.03609E+14
205;205;tronco;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;1.04744E+14
206;206;espejo;espejo;NA;0;1;NA;NA;NA;NA;NA;type;['e', 's', 'p', 'e', 'j', 'o'];1.01701400009915;1.24101390014403;1.52836880018003;1.68840000010096;1.78436380019411;1.88036409998313;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;1.05211E+14
207;207;regalo;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;1.05672E+14
208;208;vaso;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;repeat;1.06144E+14
209;209;vaso;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;repeat;0;None;10660550237
210;210;taza;taza;NA;0;1;NA;NA;NA;NA;NA;type;['t', 'a', 'z', 'a'];0.903414999833331;1.01541059999727;1.19136919989251;1.27195739978924;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;1.07065E+14
211;211;cazador;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;switch;1.07524E+14
212;212;cazador;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;repeat;0;None;1.0799E+14
213;213;ba?o;ba?o;NA;0;1;NA;NA;NA;NA;NA;type;['b', 'a', '?', 'o'];0.970355600118637;1.13035020022653;1.41818170016631;1.59418420004658;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;1.08447E+14
214;214;espalda;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;0;None;1.08909E+14
215;215;espalda;espalda;NA;0;1;NA;NA;NA;NA;NA;type;['e', 's', 'p', 'a', 'l', 'd', 'a'];0.510130599839613;0.670125099830329;0.798726300010458;0.926337099866942;0.974222499877214;1.15026359981857;1.35826230002567;NA;NA;NA;NA;NA;NA;NA;NA;switch;0;None;1.09367E+14
216;216;camisa;camisa;NA;0;1;NA;NA;NA;NA;NA;type;['c', 'a', 'm', 'i', 's', 'a'];0.848022200167179;0.92739209998399;1.21548230014741;1.26344300014898;1.91982610011473;2.06342210015282;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;1.09826E+14
217;217;puente;puente;NA;0;1;NA;NA;NA;NA;NA;type;['p', 'u', 'e', 'n', 't', 'e'];0.84918210003525;1.13615420018323;1.31264140014537;1.37663360009901;1.58463580021635;1.68063930002972;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;repeat;1.1029E+14
218;218;puente;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;switch;0;None;1.10757E+14
219;219;mu?eca;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;repeat;1.11228E+14
220;220;mu?eca;mu?eca;NA;0;1;NA;NA;NA;NA;NA;type;['m', 'u', '?', 'e', 'c', 'a'];0.477133300155401;0.733133099973202;1.08511320012622;1.16512800008059;1.42135310010053;1.53294910001568;NA;NA;NA;NA;NA;NA;NA;NA;NA;switch;0;None;1.11689E+14
221;221;vaca;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;1;switch;1.12162E+14
222;222;pulpo;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;1.12617E+14
223;223;fresa;fressa;NA;0;0;NA;NA;NA;NA;NA;type;['f', 'r', 'e', 's', 's', 'a'];0.979790899902582;1.37878439994529;1.61885129986331;1.71474969992414;1.89084859983996;1.90687059983611;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;switch;1.13074E+14
224;224;fresa;fresa;NA;0;1;NA;NA;NA;NA;NA;type;['f', 'r', 'e', 's', 'a'];0.814731099875644;0.942722499836236;1.11913499981165;1.18415939994156;1.35911339987069;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;repeat;0;None;1.13529E+14
225;225;pierna;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;1.13986E+14
226;226;bombero;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;11445097087
227;227;traje;traje;NA;0;1;NA;NA;NA;NA;NA;type;['t', 'r', 'a', 'j', 'e'];0.903979599941522;1.06390139996074;1.12889580009505;1.35189869999886;1.43217829987407;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;switch;1.1491E+14
228;228;traje;traje;NA;0;1;NA;NA;NA;NA;NA;type;['t', 'r', 'a', 'j', 'e'];0.816011999966577;0.943956000031903;0.992999299895018;1.29569579986855;1.35970170004293;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;repeat;0;None;1.15368E+14
229;229;pavo;pavo;NA;0;1;NA;NA;NA;NA;NA;type;['p', 'a', 'v', 'o'];0.862340799998492;0.942333000013605;1.1983290000353;1.39010289986618;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;repeat;1.15831E+14
230;230;pavo;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;switch;0;None;1.16297E+14
231;231;vaso;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;11676654381
232;232;traje;traje;NA;0;1;NA;NA;NA;NA;NA;type;['t', 'r', 'a', 'j', 'e'];0.704426900018007;0.831792500102893;0.879790300037712;1.13578850007616;1.2168163000606;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;1.17239E+13
233;233;cerdo;cerdo;NA;0;1;NA;NA;NA;NA;NA;type;['c', 'e', 'r', 'd', 'o'];0.724010099889711;0.788993899943307;0.979987099999562;1.12391359987669;1.20391729986295;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;0;None;1.17694E+14
234;234;cerdo;cerdo;NA;0;1;NA;NA;NA;NA;NA;type;['c', 'e', 'r', 'd', 'o'];0.647335200104862;0.727655100170523;0.887657700106502;1.04765500011854;1.14365560002625;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;repeat;0;None;1.1816E+14
235;235;cazador;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;1.18627E+14
236;236;manzana;manzana;NA;0;1;NA;NA;NA;NA;NA;type;['m', 'a', 'n', 'z', 'a', 'n', 'a'];0.861225199885666;0.941026600077748;1.03700040001422;1.14900230010971;1.30900450004265;1.40483039990067;1.53269489994273;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;switch;1.19097E+14
237;237;manzana;mazana;NA;0;0;NA;NA;NA;NA;NA;type;['m', 'a', 'z', 'a', 'n', 'a'];0.743461600039154;0.838917300105095;1.06303910003044;1.25504780001938;1.35174710000865;1.44774740003049;NA;NA;NA;NA;NA;NA;NA;NA;NA;repeat;0;None;1.19556E+14
238;238;cuerda;cuerda;NA;0;1;NA;NA;NA;NA;NA;type;['c', 'u', 'e', 'r', 'd', 'a'];0.713452500058338;0.82542570005171;0.969496200094;1.11350130010396;1.28950070007704;1.3704524000641;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;0;None;1.20011E+14
239;239;cuerda;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;switch;0;None;12047181082
240;240;espalda;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;1;repeat;1.20933E+14
241;241;granja;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;repeat;1.21396E+14
242;242;granja;granja;NA;0;1;NA;NA;NA;NA;NA;type;['g', 'r', 'a', 'n', 'j', 'a'];0.794712899951264;0.986666799988598;1.09870790014975;1.25911139999516;1.61130119999871;1.77113470016047;NA;NA;NA;NA;NA;NA;NA;NA;NA;switch;0;None;1.21855E+14
243;243;mu?eca;mu?eca;NA;0;1;NA;NA;NA;NA;NA;type;['m', 'u', '?', 'e', 'c', 'a'];0.852582799969241;0.996572700096294;1.2845352999866;1.36406900011934;1.57220449997112;1.6372128999792;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;1;repeat;1.22315E+14
244;244;falda;falda;NA;0;1;NA;NA;NA;NA;NA;type;['f', 'a', 'l', 'd', 'a'];0.942243800032884;1.02328539988957;1.31038310006261;1.55072949989699;1.64674589992501;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;0;None;1.22775E+14
245;245;falda;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;switch;0;None;1.23233E+14
246;246;caracol;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;switch;1.23694E+14
247;247;caracol;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;repeat;0;None;1.24153E+14
248;248;fresa;fresa;NA;0;1;NA;NA;NA;NA;NA;type;['f', 'r', 'e', 's', 'a'];0.817004499956965;1.00794350006618;1.16795919998549;1.24794359994121;1.42411469994113;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;12460844848
249;249;pintor;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;switch;1.25071E+14
250;250;pintor;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;repeat;0;None;1.25539E+14
251;251;puente;puente;NA;0;1;NA;NA;NA;NA;NA;type;['p', 'u', 'e', 'n', 't', 'e'];0.922619800083339;1.14637039997615;1.25851870002225;1.33846820006147;1.49784830003045;1.60984189994633;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;1.26012E+14
252;252;pavo;;NA;1;0;NA;NA;NA;NA;NA;speak;['p', 'backspace'];0.751731400145218;1.77586250007153;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;1.26469E+14
253;253;mano;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;repeat;1.26925E+14
254;254;mano;mano;NA;0;1;NA;NA;NA;NA;NA;type;['m', 'a', 'n', 'o'];0.904877300141379;0.968872600002214;1.06491459999233;1.14490720001049;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;switch;0;None;1.27387E+14
255;255;cerdo;cerdo;NA;0;1;NA;NA;NA;NA;NA;type;['c', 'e', 'r', 'd', 'o'];0.765741399955004;0.909729399951175;1.06975540006533;1.21374840009958;1.29375190008432;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;1.27858E+14
256;256;aguja;agujha;NA;0;0;NA;NA;NA;NA;NA;type;['a', 'g', 'u', 'j', 'h', 'a'];0.727351500187069;1.16009790007956;1.20650670002215;1.41482420009561;1.43077050009742;1.52676480007358;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;repeat;1.30051E+14
257;257;aguja;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;switch;0;None;1.30519E+14
258;258;manzana;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;1.30986E+14
