"","Trial_no","CorrectAns","SubjResponse","Notes","Backspace","Item_correct","Modality_Correct","Exclude","Experiment_part","RepSwitch","Error_Corrected","Hesitation","RT","Duration","RespModal","KeyResp_keys","key1","key2","key3","key4","key5","key6","key7","key8","key9","key10","key11","key12","key13","key14","key15","baseline","baseline_condition","micRespv1l1.started"
"111",111,"cazador","cazador","",0,"1",1,"0","First","nontarget",0,0,0.968,0.56146,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"repeat",5424803938
"112",112,"cazador","cazador","",0,"1",1,"0","First","switch",0,0,1.0512895,1.1039395,"type","['c', 'a', 'z', 'a', 'd', 'o', 'r']",1.0512895,1.1472345,1.323231,1.4992373,1.7552349,1.9632335,2.155229,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",5470987938
"113",113,"taza","taza","",0,"1",1,"0","First","filler",0,0,1.9600495,0.4153472,"type","['t', 'a', 'z', 'a']",1.9600495,2.0400439,2.2314326,2.3753967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"repeat",5517104997
"114",114,"fresa","fresa","",0,"1",1,"0","First","nontarget",0,0,1.1862682,0.623414,"type","['f', 'r', 'e', 's', 'a']",1.1862682,1.3616912,1.4586632,1.6336898,1.8096822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"repeat",5563081964
"115",115,"fresa","fresa","",0,"1",1,"0","First","switch",0,0,0.643412,0.548059,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",5608985892
"116",116,"puente","puente","",0,"1",1,"0","First","nontarget",0,0,0.929,0.462981,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",5654622038
"117",117,"puente","puente","",0,"1",1,"0","First","switch",0,0,0.7804521,1.1042131,"type","['p', 'u', 'e', 'n', 't', 'e']",0.7804521,1.0684149,1.2608756,1.4367053,1.6606735,1.8846652,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",570185171
"118",118,"bano","bano","",0,"1",1,"0","First","filler",0,0,1.551654,0.464889,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",5748105486
"119",119,"espalda","espalda","",0,"1",1,"0","First","nontarget",0,0,1.0928958,1.6001184,"type","['e', 's', 'p', 'a', 'l', 'd', 'a']",1.0928958,1.2688304,1.9726795,2.1966461,2.3086395,2.5166416,2.6930142,NA,NA,NA,NA,NA,NA,NA,NA,1,"switch",5794570758
"120",120,"espalda","espalda","",0,"1",1,"0","First","repeat",0,0,0.8798346,1.0239453,"type","['e', 's', 'p', 'a', 'l', 'd', 'a']",0.8798346,1.0556825,1.2001258,1.296157,1.4081251,1.7118342,1.9037799,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",5840062541
"121",121,"bombero","bombero","",0,"1",1,"0","First","filler",NA,0,0.975367,0.555128,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"switch",5886944215
"122",122,"pavo","pavo","",0,"1",1,"0","First","nontarget",NA,0,1.3236389,0.5756109,"type","['p', 'a', 'v', 'o']",1.3236389,1.4356456,1.7709288,1.8992498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"switch",5.93e+16
"123",123,"pavo","pavo","",0,"1",1,"0","First","repeat",NA,0,1.0076447,0.4640811,"type","['p', 'a', 'v', 'o']",1.0076447,1.0236364,1.343734,1.4717258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",5980219474
"124",124,"vaca","vaca","",0,"1",1,"0","First","filler",NA,0,1.024,0.411723,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",6026050804
"125",125,"regalo","reg","",1,"0",1,"1","First","filler",NA,0,1.3073773,1.6160671,"type","['r', 'e', 'h', 'backspace', 'g']",1.3073773,1.4360119,1.7073818,2.5553827,2.9234444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",6072106894
"126",126,"vaso","vaso","",0,"1",1,"0","First","nontarget",NA,0,0.8732876,0.4320663,"type","['v', 'a', 's', 'o']",0.8732876,0.921274,1.1296732,1.3053539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",6118363416
"127",127,"vaso","vaso","",0,"1",1,"0","First","switch",NA,0,0.918209,0.466942,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",6164478107
"128",128,"camisa","camisa","",0,"1",1,"0","First","filler",NA,0,1.1056679,1.0243316,"type","['c', 'a', 'm', 'i', 's', 'a']",1.1056679,1.2016707,1.6019951,1.825962,1.9540047,2.1299995,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"switch",6211083983
"129",129,"granja","franja","",0,"0",1,"1","First","nontarget",NA,0,1.4453456,0.8316632,"type","['f', 'r', 'a', 'n', 'j', 'a']",1.4453456,1.636343,1.7323432,2.0524016,2.2286456,2.2770088,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",6257616616
"130",130,"granja","granja","",0,"1",1,"1","First","repeat",NA,0,0.9574922,0.9449464,"type","['g', 'r', 'a', 'n', 'j', 'a']",0.9574922,1.1815364,1.2614767,1.597443,1.7894382,1.9024386,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",6304567932
"131",131,"muneca","muneca","",0,"1",1,"0","First","filler",NA,0,1.009,0.608,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",6350059778
"132",132,"mano","mano","",0,"1",1,"0","First","nontarget",NA,0,1.460243,0.4798629,"type","['m', 'a', 'n', 'o']",1.460243,1.5713159,1.684198,1.9401059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"switch",6396662103
"133",133,"mano","mano","",0,"1",1,"0","First","repeat",NA,0,0.9277142,0.6404061,"type","['m', 'a', 'n', 'o']",0.9277142,1.0717167,1.2161818,1.5681203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",6442779578
"134",134,"pintor","pintor","",0,"1",1,"0","First","nontarget",NA,0,0.9251625,0.8479919,"type","['p', 'i', 'n', 't', 'o', 'r']",0.9251625,1.1811602,1.4051578,1.5811554,1.693219,1.7731544,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",6488411766
"135",135,"pintor","pintor","",0,"1",1,"0","First","switch",NA,0,0.92,0.51341,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",6535083908
"136",136,"traje","traje","",0,"1",1,"0","First","filler",NA,0,1.023345,0.487546,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"repeat",6581269905
"137",137,"cerdo","cerdo","says /serdo/ instead of /<U+00B8>erdo/ -- does that for all instances where in Castellano it is /<U+00B8>/",0,"1",1,"0","Second","nontarget",NA,0,0.946148,0.553232,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"repeat",662690202
"138",138,"cerdo","cerdo","",0,"1",1,"0","Second","switch",NA,0,1.1251984,0.7673974,"type","['c', 'e', 'r', 'd', 'o']",1.1251984,1.3485938,1.5245598,1.7005593,1.8925958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",6672809757
"139",139,"caracol","caracol","",0,"1",1,"0","Second","nontarget",NA,0,1.0956231,0.911992,"type","['c', 'a', 'r', 'a', 'c', 'o', 'l']",1.0956231,1.1596115,1.3356129,1.3836496,1.6076138,1.8316512,2.0076151,NA,NA,NA,NA,NA,NA,NA,NA,1,"repeat",6718860661
"140",140,"caracol","caracol","",0,"1",1,"0","Second","switch",NA,0,0.825432,0.502288,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",676482357
"141",141,"cazador","cazador","",0,"1",1,"0","Second","filler",NA,0,1.8091249,1.1362552,"type","['c', 'a', 'z', 'a', 'd', 'o', 'r']",1.8091249,2.0491221,2.2255086,2.4497056,2.6733834,2.8173667,2.9453801,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",6810605656
"142",142,"fresa","fresa","",0,"1",1,"0","Second","filler",NA,0,1.0905,0.4455,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",6857069685
"143",143,"pavo","pavo","",0,"1",1,"0","Second","filler",NA,0,1.0333165,0.7036182,"type","['p', 'a', 'v', 'o']",1.0333165,1.1613141,1.6255662,1.7369347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",6903325686
"144",144,"cuerda","cuerda","",0,"1",1,"0","Second","nontarget",NA,0,1.536389,0.569442,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"switch",6949304852
"145",145,"cuerda","cuerda","",0,"1",1,"0","Second","repeat",NA,0,0.910624,0.524691,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",6995907449
"146",146,"puente","puente","",0,"1",1,"0","Second","filler",NA,0,1.1478582,0.8163357,"type","['p', 'u', 'e', 'n', 't', 'e']",1.1478582,1.4522308,1.5802292,1.6602263,1.9161939,1.9641939,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",7041538112
"147",147,"falda","falda","",0,"1",1,"0","Second","nontarget",NA,0,1.145648,0.472226,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"switch",7087726667
"148",148,"falda","falda","",0,"1",1,"0","Second","repeat",NA,0,0.739467,0.55352,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",7133495231
"149",149,"espalda","espalda","",0,"1",1,"0","Second","filler",NA,0,1.0197668,1.04012,"type","['e', 's', 'p', 'a', 'l', 'd', 'a']",1.0197668,1.195737,1.4037391,1.515742,1.5957371,1.867922,2.0598868,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",7180583825
"150",150,"vaso","vaso","",0,"1",1,"0","Second","filler",NA,0,0.948607,0.380893,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",7226702705
"151",151,"manzana","manzana","/mansana/",0,"1",1,"0","Second","nontarget",NA,0,0.833839,0.679534,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",7274071567
"152",152,"manzana","manzana","",0,"1",1,"0","Second","switch",NA,0,0.8632083,0.9439283,"type","['m', 'a', 'n', 'z', 'a', 'n', 'a']",0.8632083,0.9591445,1.1351495,1.4231064,1.6151349,1.7111048,1.8071366,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",732038526
"153",153,"escoba","escoba","",0,"1",1,"0","Second","filler",NA,0,0.733118,0.702,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",7366024932
"154",154,"manzana","manzana","",0,"1",1,"0","Second","filler",NA,0,1.4095747,0.8157637,"type","['m', 'a', 'n', 'z', 'a', 'n', 'a']",1.4095747,1.5055684,1.7133435,1.8733365,2.0493432,2.1133364,2.2253384,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",7442286566
"155",155,"goma","goma","",0,"1",1,"0","Second","nontarget",NA,0,1.1034203,0.3680656,"type","['g', 'o', 'm', 'a']",1.1034203,1.1994066,1.391494,1.4714859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"repeat",7489027392
"156",156,"goma","goma","",0,"1",1,"0","Second","switch",NA,0,1.445993,0.399626,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",7534866984
"157",157,"granja","granja","",0,"1",1,"0","Second","filler",NA,0,1.130391,0.554369,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",7581470607
"158",158,"aguja","aguja","",0,"1",1,"0","Second","nontarget",NA,0,0.962529,0.644184,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"repeat",7628281394
"159",159,"aguja","aguja","",0,"1",1,"0","Second","switch",NA,0,0.7716303,1.0719973,"type","['a', 'g', 'u', 'j', 'a']",0.7716303,1.2196227,1.5556424,1.7156354,1.8436276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",7674746587
"160",160,"cadena","cadena","",0,"1",1,"0","Second","filler",NA,0,1.3184968,0.6557449,"type","['c', 'a', 'd', 'e', 'n', 'a']",1.3184968,1.3664815,1.6229218,1.7668146,1.8787954,1.9742417,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",7720794309
"161",161,"iglesia","iglesia","",0,"1",1,"0","Second","nontarget",NA,0,1.0814822,1.056538,"type","['i', 'g', 'l', 'e', 's', 'i', 'a']",1.0814822,1.4974853,1.6094725,1.7694782,1.9454402,2.0580231,2.1380202,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",7766841894
"162",162,"iglesia","iglesia","vocal fold vibration 0.09ms before the SOT",0,"1",1,"0","Second","switch",NA,0,0.86435,0.842336,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",7812541803
"163",163,"pintor","pinmtor","breathing at the beginning of the trial",0,"0",1,"1","Second","filler",NA,0,1.3976464,0.9438106,"type","['p', 'i', 'n', 'm', 't', 'o', 'r']",1.3976464,1.6376255,1.9106035,1.9255772,2.1174723,2.2614567,2.341457,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",7858727186
"164",164,"conejo","conejo","tongue ",0,"1",1,"0","Second","nontarget",NA,0,1.078625,0.44833,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"switch",7904637615
"165",165,"conejo","conejo","/ts/ sound before word production",0,"1",1,"0","Second","repeat",NA,0,1.024,0.488,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",7950328835
"166",166,"cerdo","cerdo","",0,"1",1,"0","Second","filler",NA,0,0.866848,0.62504,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",7996664823
"167",167,"caracol","caracol","",0,"1",1,"0","Second","filler",NA,0,1.3070194,0.9127825,"type","['c', 'a', 'r', 'a', 'c', 'o', 'l']",1.3070194,1.4036198,1.5465525,1.6105713,1.8514503,2.0586505,2.2198019,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",8042988292
"168",168,"guante","guante","",0,"1",1,"0","Second","nontarget",NA,0,1.329232,0.491583,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"switch",8089373467
"169",169,"guante","guante","",0,"1",1,"0","Second","repeat",NA,0,1.00913,0.47749,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",8135154238
"170",170,"cartero","cartero","tongue",0,"1",1,"0","Second","nontarget",NA,0,1.144,0.562928,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",8182590045
"171",171,"cartero","cartero","",0,"1",1,"0","Second","switch",NA,0,0.9141953,0.9439841,"type","['c', 'a', 'r', 't', 'e', 'r', 'o']",0.9141953,0.994184,1.218229,1.3941887,1.5221874,1.6822078,1.8581794,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",8228361125
"172",172,"cuerda","cuerda ","",0,"0",1,"1","Second","filler",NA,0,1.376683,0.507865,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",8274894222
"173",173,"tronco","tronco","",0,"1",1,"0","Second","filler",NA,0,1.3063198,1.0402285,"type","['t', 'r', 'o', 'n', 'c', 'o']",1.3063198,1.4983003,1.7867179,2.0103427,2.2345826,2.3465483,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",8322191486
"174",174,"oreja","oreja","",0,"1",1,"0","Second","nontarget",NA,0,1.089023,0.9929204,"type","['o', 'r', 'e', 'j', 'a']",1.089023,1.6179565,1.77791,1.9699573,2.0819434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"repeat",8369003015
"175",175,"oreja","oreja","",0,"1",1,"0","Second","repeat",NA,0,0.8952504,0.6407416,"type","['o', 'r', 'e', 'j', 'a']",0.8952504,1.1030168,1.2630531,1.4391387,1.535992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",8415745276
"176",176,"falda","falda","tongue",0,"1",1,"0","Second","filler",NA,0,1.315802,0.573213,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",8462140892
"177",177,"miel","miel","",0,"1",1,"0","Second","nontarget",NA,0,1.3104071,0.4161255,"type","['m', 'i', 'e', 'l']",1.3104071,1.5183623,1.6143914,1.7265326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"switch",8508397793
"178",178,"miel","miel","mic sound - end of file",0,"1",1,"0","Second","repeat",NA,0,0.8372892,0.3999504,"type","['m', 'i', 'e', 'l']",0.8372892,1.0292736,1.1732422,1.2372396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",855472248
"179",179,"mano","mano","",0,"1",1,"0","Second","filler",NA,0,0.9464976,0.4638022,"type","['m', 'a', 'n', 'o']",0.9464976,1.0425088,1.1864669,1.4102998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"repeat",8601950462
"180",180,"goma","goma","",0,"1",1,"0","Second","filler",NA,0,0.996102,0.460898,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",8647789478
"181",181,"pierna","pierna","",0,"1",1,"0","Second","nontarget",NA,0,1.3805174,0.8478307,"type","['p', 'i', 'e', 'r', 'n', 'a']",1.3805174,1.605014,1.7487398,1.9243953,2.1483779,2.2283481,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"switch",8694254031
"182",182,"pierna","pierna","",0,"1",1,"0","Second","repeat",NA,0,0.9121085,0.8963671,"type","['p', 'i', 'e', 'r', 'n', 'a']",0.9121085,1.1521069,1.359928,1.5198391,1.679833,1.8084756,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",8740857343
"183",183,"pulpo","pulpo","",0,"1",1,"0","Second","nontarget",NA,0,1.6351534,0.9764315,"type","['p', 'u', 'l', 'p', 'o']",1.6351534,1.8431477,2.0502996,2.4501942,2.6115849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"repeat",8787391379
"184",184,"pulpo","pulpo","",0,"1",1,"0","Second","switch",NA,0,1.057465,0.431613,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",8833440874
"185",185,"aguja","aguja","",0,"1",1,"0","Second","filler",NA,0,1.4578645,0.719971,"type","['a', 'g', 'u', 'j', 'a']",1.4578645,1.8260464,1.9700745,2.1300729,2.1778355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",8879555497
"186",186,"taza","taza","",0,"1",1,"0","Second","nontarget",NA,0,1.605845,0.437586,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"switch",8926785522
"187",187,"taza","taza","/tasa/ here /ta<U+00B8>a/ previous trial",0,"1",1,"0","Second","repeat",NA,0,0.807241,0.443855,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",8972832648
"188",188,"bano","bano","",0,"1",1,"0","Second","nontarget",NA,0,0.853637,0.450363,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",901881032
"189",189,"bano","bano","",0,"1",1,"0","Second","switch",NA,0,0.9223057,0.8471972,"type","['b', 'a', 'n', 'o']",0.9223057,1.0336364,1.5775834,1.7695029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",906603857
"190",190,"iglesia","iglesia","",0,"1",1,"0","Second","filler",NA,0,1.082439,0.716311,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",9113475142
"191",191,"bombero","bombero","",0,"1",1,"0","Second","nontarget",NA,0,1.2946842,1.2955743,"type","['b', 'o', 'm', 'b', 'e', 'r', 'o']",1.2946842,1.4866748,1.6942677,2.0942948,2.2382962,2.4302952,2.5902585,NA,NA,NA,NA,NA,NA,NA,NA,1,"switch",9159595298
"192",192,"bombero","bombero","",0,"1",1,"0","Second","switch",NA,0,0.792906,0.588071,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",9205851551
"193",193,"guante","guante","",1,"0",1,"1","Second","filler",NA,0,1.0579513,1.8241355,"type","['g', 'i', 'backspace', 'u', 'a', 'n', 't', 'e']",1.0579513,1.2339434,2.1780953,2.4500904,2.6252339,2.6420899,2.8500861,2.8820868,NA,NA,NA,NA,NA,NA,NA,0,"None",9252520863
"194",194,"conejo","conejo","",0,"1",1,"0","Second","filler",NA,0,1.140433,0.455559,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",9298083352
"195",195,"vaca","vaca","",0,"1",1,"0","Second","nontarget",NA,0,0.816557,0.502964,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"repeat",9346005645
"196",196,"vaca","vaca","",0,"1",1,"0","Second","repeat",NA,0,0.660202,0.465511,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",9393027367
"197",197,"cartero","cartero","",0,"1",1,"0","Second","filler",NA,0,1.1753861,1.007865,"type","['c', 'a', 'r', 't', 'e', 'r', 'o']",1.1753861,1.2233794,1.4796517,1.6550547,1.7517576,1.9430036,2.1832511,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",943886495
"198",198,"oreja","oreja","tongue",0,"1",1,"0","Second","filler",NA,0,1.097,0.548483,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"switch",9485121705
"199",199,"regalo","regalo","tongue",0,"1",1,"0","Second","nontarget",NA,0,1.0144,0.599812,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"repeat",9530822076
"200",200,"regalo","regalo","",0,"1",1,"0","Second","switch",NA,0,0.6184173,0.8795635,"type","['r', 'e', 'g', 'a', 'l', 'o']",0.6184173,0.7780013,1.0019929,1.1299905,1.321983,1.4979808,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",9577078643
"201",201,"camisa","camisa","",0,"1",1,"0","Second","nontarget",NA,0,1.1178083,0.8162613,"type","['c', 'a', 'm', 'i', 's', 'a']",1.1178083,1.2142208,1.5024766,1.7100102,1.7740109,1.9340696,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",9623116296
"202",202,"camisa","camisa","",0,"1",1,"0","Second","repeat",NA,0,0.8560001,0.8158578,"type","['c', 'a', 'm', 'i', 's', 'a']",0.8560001,0.9199979,1.2400056,1.4319954,1.5278866,1.6718579,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",9670216139
"203",203,"espejo","espejo","tongue",0,"1",1,"0","Second","filler",NA,0,1.140265,0.602448,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",9717305358
"204",204,"miel","miel","",0,"1",1,"0","Second","filler",NA,0,1.5493737,0.3688361,"type","['m', 'i', 'e', 'l']",1.5493737,1.7102068,1.8372009,1.9182098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",976328285
"205",205,"tronco","tronco","",0,"1",1,"0","Second","filler",NA,0,0.985,0.49315,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",9846769427
"206",206,"espejo","espeko","",0,"0",1,"1","Second","filler",NA,0,0.9276813,1.1199864,"type","['e', 's', 'p', 'e', 'k', 'o']",0.9276813,1.1197827,1.312449,1.4404401,1.7444695,2.0476677,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",9892536015
"207",207,"regalo","regalo","",0,"1",1,"0","Second","filler",NA,0,0.872,0.544,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",9938157271
"208",208,"vaso","vaso","",0,"1",1,"0","Second","nontarget",NA,0,0.903175,0.504096,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"repeat",9983937242
"209",209,"vaso","vaso","",0,"1",1,"0","Second","repeat",NA,0,0.687223,0.47049,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1003019196
"210",210,"taza","taza","",0,"1",1,"0","Second","filler",NA,0,1.6824965,0.3998978,"type","['t', 'a', 'z', 'a']",1.6824965,1.7465454,1.938392,2.0823943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1007651059
"211",211,"cazador","cazador","tongue",0,"1",1,"0","Second","nontarget",NA,0,1.129,0.571442,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"switch",1012270462
"212",212,"cazador","cazador","tongue",0,"1",1,"0","Second","repeat",NA,0,0.68,0.580807,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1016882198
"213",213,"bano","bal","",1,"0",1,"1","Second","filler",NA,0,1.1532547,1.7760373,"type","['b', 'a', 'l', 'n', 'o', 'backspace', 'backspace']",1.1532547,1.2172537,1.5694351,2.049436,2.2734282,2.7212561,2.929292,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1021556595
"214",214,"espalda","espalda","",0,"1",1,"0","Second","nontarget",NA,0,0.962518,0.613732,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1026126456
"215",215,"espalda","espalda","",1,"0",1,"1","Second","switch",NA,0,1.0388103,1.8880374,"type","['e', 's', 'p', 'a', 'l', 'a', 'backspace', 'd', 'a']",1.0388103,1.231663,1.4234931,1.5994764,1.6954925,1.8554802,2.5754454,2.7515324,2.9268477,NA,NA,NA,NA,NA,NA,0,"None",1030710472
"216",216,"camisa","camisa","",0,"1",1,"0","Second","filler",NA,0,0.8615452,0.8153119,"type","['c', 'a', 'm', 'i', 's', 'a']",0.8615452,1.0695494,1.2135266,1.4206079,1.4845904,1.6768571,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1035384576
"217",217,"puente","puente","",0,"1",1,"0","Second","nontarget",NA,0,1.255764,1.3597703,"type","['p', 'u', 'e', 'n', 't', 'e']",1.255764,1.543476,1.7034728,1.7676207,2.5515323,2.6155343,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"repeat",1040142106
"218",218,"puente","puente","",0,"1",1,"0","Second","switch",NA,0,0.832,0.479444,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1044795614
